PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, P780
Station name, Cerrillos_PR2008
Begin Date, 2008-05-27
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, P780.pbo.nam08.pos
Offset from source file, 22.92 mm North, 57.28 mm East, 3.96 mm Vertical
Reference position, 18.0750256874 North Latitude, -66.5791345794 East Longitude, 154.08664 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2016-10-22,53.95, 145.11, 3.98, 1.69, 1.94, 8.09, suppf,
2016-10-23,55.02, 145.23, 13.93, 1.99, 2.32, 9.32, suppf,
2016-10-24,51.66, 146.09, -2.67, 1.76, 2.07, 8.38, suppf,
2016-10-25,53.94, 145.62, -4.71, 1.81, 2.22, 8.59, suppf,
2016-10-26,56.48, 148.35, -6.20, 1.91, 2.31, 9.1, suppf,
2016-10-27,54.85, 146.40, 8.64, 1.65, 1.9, 7.84, suppf,
2016-10-28,55.89, 143.72, 12.96, 2.13, 2.55, 10.11, suppf,
2016-10-29,56.10, 148.26, 4.73, 1.61, 1.92, 7.73, suppf,
2016-10-30,54.80, 145.64, 6.56, 1.64, 1.92, 7.67, suppf,
2016-10-31,56.66, 144.73, 0.34, 1.52, 1.9, 7.09, suppf,
2016-11-01,55.49, 145.11, -3.02, 1.52, 1.75, 7.24, suppf,
2016-11-02,56.71, 146.05, 3.89, 1.95, 2.25, 9.33, suppf,
2016-11-03,55.41, 144.99, 6.20, 1.93, 2.24, 9.17, suppf,
2016-11-04,54.77, 145.31, -0.21, 1.76, 2.03, 8.26, suppf,
2016-11-05,56.99, 148.79, 14.06, 1.94, 2.22, 9.13, suppf,
2016-11-06,54.59, 145.46, -0.73, 1.63, 1.86, 7.6, suppf,
2016-11-07,55.64, 144.84, -1.34, 1.76, 2.01, 8.34, suppf,
2016-11-08,55.91, 146.13, -1.45, 1.44, 1.65, 6.79, suppf,
2016-11-09,56.17, 147.00, 0.67, 1.81, 2.18, 8.43, suppf,
2016-11-10,55.79, 145.13, 4.55, 2.19, 2.53, 10.13, suppf,
2016-11-11,55.21, 147.16, 3.50, 1.74, 1.97, 8.3, suppf,
2016-11-12,54.94, 148.39, -0.23, 1.87, 2.16, 8.98, suppf,
2016-11-13,58.34, 151.02, 5.89, 1.91, 2.13, 9.1, suppf,
2016-11-14,56.80, 146.52, 5.68, 1.94, 2.36, 9.26, suppf,
2016-11-15,59.64, 148.84, -0.16, 1.71, 1.97, 8.06, suppf,
2016-11-16,59.66, 146.63, 7.51, 1.84, 2.15, 8.73, suppf,
2016-11-17,56.15, 147.38, 1.64, 1.92, 2.25, 9.26, suppf,
2016-11-18,57.04, 146.70, 3.51, 1.62, 1.86, 7.71, suppf,
2016-11-19,56.14, 146.29, 7.48, 1.74, 2.04, 8.43, suppf,
2016-11-20,56.76, 147.27, -5.85, 1.66, 1.97, 8.06, suppf,
2016-11-21,55.57, 148.37, 1.57, 1.24, 1.45, 5.93, suppf,
2016-11-22,56.85, 147.76, 6.24, 1.48, 1.75, 7.14, suppf,
2016-11-23,53.58, 147.39, 4.51, 1.44, 1.67, 6.95, suppf,
2016-11-24,55.53, 146.53, -0.43, 1.76, 2.02, 8.43, suppf,
2016-11-25,57.01, 149.46, 2.17, 1.74, 1.98, 8.26, suppf,
2016-11-26,56.77, 150.05, 15.56, 2.03, 2.31, 9.88, suppf,
2016-11-27,57.52, 148.41, 14.10, 1.69, 1.93, 8.03, final,
2016-11-28,58.56, 146.08, 11.81, 1.9, 2.16, 9.08, final,
2016-11-29,56.20, 147.43, 3.12, 1.47, 1.7, 7.05, final,
2016-11-30,56.64, 147.46, 10.21, 1.62, 1.87, 7.75, final,
2016-12-01,56.22, 147.92, 8.41, 1.42, 1.62, 6.89, final,
2016-12-02,53.82, 147.98, 15.66, 1.95, 2.18, 9.3, final,
2016-12-03,57.27, 147.90, 7.67, 1.6, 1.86, 7.52, final,
2016-12-04,54.40, 146.99, 5.96, 1.52, 1.75, 7.22, suppf,
2016-12-05,53.42, 152.12, 16.65, 2.18, 2.61, 10.55, suppf,
2016-12-06,55.71, 148.42, 10.85, 1.89, 2.17, 8.84, suppf,
2016-12-07,55.29, 148.29, 7.67, 1.65, 1.9, 7.94, suppf,
2016-12-08,54.03, 147.76, 5.91, 1.46, 1.69, 6.92, suppf,
2016-12-09,55.86, 149.41, 15.34, 1.75, 2.03, 8.2, suppf,
2016-12-10,54.84, 148.02, 5.57, 1.63, 1.86, 7.71, suppf,
2016-12-11,56.42, 152.75, -5.64, 1.75, 1.97, 8.27, suppf,
2016-12-12,58.64, 149.67, -2.88, 1.88, 2.1, 8.97, suppf,
2016-12-13,56.68, 151.11, 4.42, 1.89, 2.13, 9.04, suppf,
2016-12-14,55.87, 150.21, 3.81, 1.65, 1.86, 7.88, suppf,
2016-12-15,55.73, 147.21, 9.81, 1.43, 1.66, 6.77, suppf,
2016-12-16,57.05, 148.44, 7.88, 1.74, 2.03, 8.27, suppf,
2016-12-17,56.60, 152.62, 2.70, 1.81, 2.03, 8.59, suppf,
2016-12-18,59.66, 152.49, -5.38, 1.86, 2.1, 8.84, final,
2016-12-19,57.51, 151.51, -21.98, 1.94, 2.16, 9.24, final,
2016-12-20,59.63, 151.89, -1.74, 1.84, 2.1, 8.81, final,
2016-12-21,59.07, 149.10, 1.94, 1.88, 2.12, 8.95, final,
2016-12-22,57.07, 150.63, 6.46, 1.76, 1.97, 8.29, final,
2016-12-23,55.75, 150.33, 1.74, 1.52, 1.72, 7.16, final,
2016-12-24,57.49, 149.26, -1.99, 1.65, 1.86, 7.77, final,
2016-12-25,52.53, 149.78, 13.24, 1.75, 1.99, 8.29, final,
2016-12-26,57.16, 150.56, 19.86, 2.08, 2.33, 10, final,
2016-12-27,57.06, 152.19, -6.70, 1.91, 2.14, 9.1, final,
2016-12-28,55.26, 150.47, 13.06, 1.53, 1.81, 7.38, final,
2016-12-29,55.75, 149.37, 1.05, 1.57, 1.81, 7.48, final,
2016-12-30,54.21, 149.94, 6.97, 1.72, 2, 8.25, final,
2016-12-31,57.05, 149.52, 7.82, 1.84, 2.16, 8.84, final,
2017-01-01,55.89, 150.64, 2.58, 1.45, 1.69, 6.98, final,
2017-01-02,55.48, 147.77, 10.59, 1.57, 1.81, 7.52, final,
2017-01-03,54.42, 147.99, 8.97, 1.63, 1.89, 7.85, final,
2017-01-04,56.08, 149.10, 13.29, 1.5, 1.74, 7.19, final,
2017-01-05,54.41, 149.34, 12.10, 1.71, 1.96, 8.19, final,
2017-01-06,54.81, 147.73, 17.15, 1.73, 1.98, 8.31, final,
2017-01-07,54.51, 152.81, 4.26, 1.51, 1.77, 7.3, final,
2017-01-08,56.55, 149.16, -6.20, 2, 2.45, 9.72, final,
2017-01-09,55.16, 147.79, -12.37, 1.76, 2.04, 8.43, final,
2017-01-10,57.55, 148.51, 9.49, 1.7, 1.96, 8.14, final,
2017-01-11,53.80, 148.97, 26.86, 2.01, 2.26, 9.62, final,
2017-01-12,58.00, 152.70, 5.80, 1.63, 1.87, 7.78, final,
2017-01-13,55.94, 150.50, -12.25, 2.3, 2.59, 11.02, final,
2017-01-14,55.15, 154.73, 3.19, 2.11, 2.38, 10.25, final,
2017-01-15,59.34, 154.09, -5.21, 1.98, 2.3, 9.65, final,
2017-01-16,57.77, 152.40, -3.50, 1.68, 1.92, 7.99, final,
2017-01-17,59.85, 149.46, -7.54, 2.01, 2.29, 9.63, final,
2017-01-18,56.17, 152.97, -0.43, 1.9, 2.15, 8.95, final,
2017-01-19,57.19, 151.51, 7.24, 1.7, 1.97, 8.03, final,
2017-01-20,56.71, 150.54, 7.84, 1.48, 1.7, 6.98, final,
2017-01-21,56.41, 151.67, 8.44, 1.44, 1.65, 6.8, final,
2017-01-22,57.51, 149.47, 13.20, 1.54, 1.76, 7.22, final,
2017-01-23,57.46, 151.77, 10.04, 1.38, 1.58, 6.5, final,
2017-01-24,57.00, 150.68, 9.30, 1.62, 1.86, 7.65, final,
2017-01-25,58.36, 150.52, 7.95, 1.59, 1.84, 7.51, final,
2017-01-26,56.79, 152.00, 6.38, 1.46, 1.67, 6.91, final,
2017-01-27,57.98, 152.42, 7.18, 1.28, 1.47, 6.08, final,
2017-01-28,54.99, 152.88, 6.87, 1.57, 1.78, 7.39, final,
2017-01-29,57.57, 152.07, 12.99, 1.68, 1.9, 7.98, final,
2017-01-30,56.31, 150.64, 13.84, 1.79, 2, 8.44, final,
2017-01-31,58.86, 151.48, 10.46, 1.66, 1.89, 7.85, final,
2017-02-01,55.56, 153.92, 10.72, 1.68, 1.93, 8.04, final,
2017-02-02,55.67, 152.07, 6.64, 1.71, 1.96, 8.15, final,
2017-02-03,57.19, 152.46, 4.62, 1.34, 1.52, 6.37, final,
2017-02-04,54.96, 152.87, 4.52, 1.94, 2.29, 9.37, final,
2017-02-05,57.98, 152.55, 6.37, 1.54, 1.74, 7.29, final,
2017-02-06,55.89, 152.00, 5.26, 1.78, 2.04, 8.41, final,
2017-02-07,58.41, 150.47, 9.51, 1.57, 1.81, 7.5, final,
2017-02-08,56.96, 152.13, 5.90, 1.38, 1.58, 6.57, final,
2017-02-09,56.02, 151.72, 3.31, 1.48, 1.69, 7.04, final,
2017-02-10,55.75, 152.09, 8.52, 1.39, 1.61, 6.66, final,
2017-02-11,57.73, 152.79, 9.88, 1.59, 1.83, 7.58, final,
2017-02-12,57.35, 153.48, 8.40, 1.68, 1.97, 8.04, final,
2017-02-13,55.37, 153.94, 0.24, 1.86, 2.19, 8.87, final,
2017-02-14,57.17, 152.75, 5.83, 1.84, 2.17, 8.87, final,
2017-02-15,57.29, 153.41, 7.17, 1.64, 1.88, 7.82, final,
2017-02-16,58.01, 150.65, -2.66, 1.83, 2.08, 8.72, final,
2017-02-17,56.80, 152.46, -0.21, 1.77, 2.05, 8.51, final,
2017-02-18,58.17, 151.85, 9.36, 1.5, 1.72, 7.14, final,
2017-02-19,54.95, 150.27, 3.07, 1.63, 1.89, 7.69, final,
2017-02-20,57.33, 151.31, 7.10, 1.39, 1.66, 6.7, final,
2017-02-21,56.84, 153.79, 0.67, 1.56, 1.81, 7.45, final,
2017-02-22,59.38, 151.69, 2.20, 1.43, 1.67, 6.84, final,
2017-02-23,58.94, 151.98, 13.84, 1.53, 1.77, 7.3, final,
2017-02-24,59.67, 153.44, 7.54, 1.56, 1.79, 7.39, final,
2017-02-25,58.04, 152.33, 3.46, 1.6, 1.84, 7.58, final,
2017-02-26,57.28, 149.38, 14.98, 1.55, 1.78, 7.29, final,
2017-02-27,54.81, 151.12, 0.18, 1.66, 1.9, 7.86, final,
2017-02-28,55.05, 150.20, -7.51, 1.98, 2.28, 9.57, final,
2017-03-01,58.79, 153.81, 6.34, 1.86, 2.12, 8.94, final,
2017-03-02,57.09, 153.09, 7.88, 1.66, 1.89, 7.88, final,
2017-03-03,54.59, 155.83, 5.73, 1.81, 2.06, 8.51, final,
2017-03-04,56.23, 151.92, 9.13, 1.57, 1.8, 7.42, final,
2017-03-05,57.57, 152.27, 2.28, 1.67, 1.92, 7.88, rapid,
2017-03-06,58.85, 154.88, -3.47, 1.83, 2.07, 8.73, rapid,
2017-03-07,58.65, 154.50, -2.81, 1.39, 1.62, 6.63, rapid,
2017-03-08,55.83, 154.50, 12.79, 1.35, 1.56, 6.41, rapid,
2017-03-09,56.16, 154.74, 10.06, 1.51, 1.75, 7.17, rapid,
2017-03-10,55.99, 152.74, 10.68, 1.65, 1.89, 7.82, rapid,
2017-03-11,56.38, 153.40, 4.80, 1.56, 1.78, 7.38, rapid,
2017-03-12,56.04, 152.70, 13.13, 1.47, 1.68, 6.96, rapid,
2017-03-13,55.55, 153.63, 1.97, 1.51, 1.72, 7.12, rapid,
2017-03-15,53.69, 153.17, 2.18, 1.61, 1.84, 7.49, rapid,
2017-03-16,56.64, 154.50, 6.17, 1.65, 1.88, 7.7, rapid,
2017-03-17,55.26, 153.05, 4.84, 1.74, 1.94, 8.17, rapid,
2017-03-18,56.52, 151.73, -1.07, 1.61, 1.82, 7.57, rapid,
2017-03-19,55.35, 150.87, 8.01, 1.77, 2.04, 8.27, rapid,
2017-03-20,56.88, 151.33, 22.44, 1.75, 1.99, 8.18, rapid,
