PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, P780
Station name, Cerrillos_PR2008
Begin Date, 2008-05-27
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, P780.pbo.nam08.pos
Offset from source file, 22.92 mm North, 57.28 mm East, 3.96 mm Vertical
Reference position, 18.0750256874 North Latitude, -66.5791345794 East Longitude, 154.08664 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2012-10-31,31.39, 75.55, -3.72, 1.75, 2.11, 8.64, repro,
2012-11-01,32.77, 78.80, 4.89, 1.86, 2.35, 9.24, repro,
2012-11-02,30.30, 78.03, 3.90, 1.78, 2.17, 8.91, repro,
2012-11-03,30.64, 79.11, 8.59, 1.8, 2.2, 8.91, repro,
2012-11-04,30.25, 75.33, 4.14, 1.78, 2.1, 8.85, repro,
2012-11-05,30.07, 76.45, 6.09, 1.8, 2.21, 8.98, repro,
2012-11-06,27.86, 78.25, -0.86, 1.87, 2.25, 9.3, repro,
2012-11-07,28.16, 79.57, 3.69, 1.62, 1.95, 8.04, repro,
2012-11-08,31.47, 77.29, -9.16, 1.61, 1.91, 7.98, repro,
2012-11-09,29.84, 76.61, -7.75, 1.94, 2.43, 9.65, repro,
2012-11-10,34.99, 81.68, 6.11, 1.82, 2.12, 9.08, repro,
2012-11-11,34.15, 78.24, 4.09, 1.63, 1.92, 8.19, repro,
2012-11-12,30.25, 77.71, 4.08, 1.53, 1.81, 7.62, repro,
2012-11-13,30.99, 76.57, 2.85, 1.55, 1.9, 7.68, repro,
2012-11-14,31.99, 77.11, -1.85, 1.54, 1.83, 7.68, repro,
2012-11-15,32.21, 77.56, 18.16, 1.67, 1.96, 8.35, repro,
2012-11-16,31.31, 76.03, -4.88, 1.69, 2.08, 8.51, repro,
2012-11-17,31.49, 77.92, 10.45, 1.63, 1.97, 8.22, repro,
2012-11-18,32.22, 77.80, 11.76, 1.8, 2.15, 8.88, repro,
2012-11-19,28.41, 78.46, -11.84, 2.18, 2.67, 10.87, repro,
2012-11-20,33.26, 78.03, 2.70, 1.97, 2.31, 9.74, repro,
2012-11-21,30.61, 80.00, -1.35, 1.9, 2.28, 9.64, repro,
2012-11-22,30.91, 77.63, 5.42, 1.55, 1.8, 7.64, repro,
2012-11-23,30.57, 76.39, -6.94, 1.96, 2.27, 9.47, repro,
2012-11-24,31.32, 79.58, -4.48, 1.48, 1.71, 7.27, repro,
2012-11-25,31.36, 81.06, 4.48, 1.51, 1.77, 7.55, repro,
2012-11-26,31.86, 79.90, 0.53, 1.57, 1.84, 7.79, repro,
2012-11-27,31.31, 76.53, -4.88, 1.65, 1.96, 8.28, repro,
2012-11-28,34.32, 76.23, -3.73, 1.94, 2.36, 9.55, repro,
2012-11-29,30.88, 80.72, -2.20, 1.9, 2.26, 9.24, repro,
2012-11-30,29.28, 78.51, 7.11, 1.66, 1.91, 8.27, repro,
2012-12-01,35.53, 78.99, 16.66, 1.91, 2.2, 9.5, repro,
2012-12-02,31.17, 79.07, 3.20, 1.56, 1.9, 7.87, repro,
2012-12-03,31.51, 80.94, 0.53, 1.68, 2.02, 8.36, repro,
2012-12-04,31.86, 79.74, -4.93, 1.57, 1.86, 7.74, repro,
2012-12-05,30.03, 80.89, -3.45, 1.47, 1.75, 7.28, repro,
2012-12-06,32.79, 79.68, -2.45, 1.71, 2.03, 8.46, repro,
2012-12-07,30.33, 79.69, 0.15, 1.53, 1.83, 7.62, repro,
2012-12-08,30.13, 81.16, 4.72, 1.6, 1.89, 7.94, repro,
2012-12-09,28.91, 80.27, 3.97, 1.33, 1.59, 6.72, repro,
2012-12-10,28.43, 82.17, -1.01, 1.59, 1.88, 7.92, repro,
2012-12-11,30.84, 84.86, -17.50, 1.74, 2.07, 8.69, repro,
2012-12-12,31.54, 81.91, -1.73, 1.68, 1.96, 8.42, repro,
2012-12-13,33.08, 82.89, 3.01, 1.78, 2.08, 8.94, repro,
2012-12-14,30.86, 81.17, 9.39, 1.41, 1.66, 7.08, repro,
2012-12-15,30.00, 79.22, -3.80, 1.34, 1.58, 6.74, repro,
2012-12-16,30.73, 81.10, 1.62, 1.29, 1.55, 6.49, repro,
2012-12-17,29.21, 81.25, 0.89, 1.46, 1.72, 7.3, repro,
2012-12-18,28.54, 81.16, 2.40, 1.39, 1.61, 6.9, repro,
2012-12-19,28.72, 81.47, 8.71, 1.56, 1.85, 7.74, repro,
2012-12-20,29.65, 80.68, 9.51, 1.46, 1.69, 7.18, repro,
2012-12-21,29.90, 81.61, 5.88, 1.48, 1.73, 7.22, repro,
2012-12-22,28.64, 79.75, 0.62, 1.55, 1.87, 7.64, repro,
2012-12-23,29.76, 82.26, -1.47, 1.62, 1.88, 7.92, repro,
2012-12-24,29.69, 78.85, 3.44, 1.47, 1.7, 7.25, repro,
2012-12-25,30.89, 79.97, 15.50, 1.98, 2.27, 9.51, repro,
2012-12-26,30.28, 76.61, 3.79, 1.63, 1.88, 8.02, repro,
2012-12-27,30.58, 77.33, 8.11, 2.01, 2.5, 9.85, repro,
2012-12-28,30.35, 80.23, 2.80, 1.37, 1.62, 6.81, repro,
2012-12-29,29.89, 81.43, 0.19, 1.52, 1.78, 7.5, repro,
2012-12-30,29.24, 81.01, 3.35, 1.3, 1.53, 6.5, repro,
2012-12-31,29.26, 79.70, 4.12, 1.3, 1.54, 6.49, repro,
2013-01-01,32.44, 84.55, -2.64, 1.6, 1.89, 7.77, repro,
2013-01-02,32.21, 80.15, 1.25, 1.54, 1.84, 7.62, repro,
2013-01-03,31.45, 80.68, 20.26, 1.6, 1.91, 7.88, repro,
2013-01-04,32.16, 83.08, 6.95, 1.39, 1.66, 6.87, repro,
2013-01-05,30.06, 76.57, 5.11, 1.47, 1.75, 7.26, repro,
2013-01-06,29.65, 85.71, -6.54, 1.47, 1.74, 7.03, rern6,
2013-01-07,29.59, 83.23, 4.20, 1.62, 1.89, 7.71, rern6,
2013-01-08,32.34, 82.86, -4.21, 1.7, 2, 8.13, rern6,
2013-01-09,35.39, 83.99, -0.93, 1.59, 1.87, 7.57, rern6,
2013-01-10,33.07, 82.83, -13.29, 1.78, 2.11, 8.37, rern6,
2013-01-11,29.42, 82.90, 1.58, 1.71, 2.05, 8.2, rern6,
2013-01-12,30.80, 81.77, 3.19, 1.62, 1.91, 7.71, rern6,
2013-01-13,32.82, 80.43, 9.31, 1.51, 1.77, 7.18, rern6,
2013-01-14,30.72, 80.30, 5.48, 1.5, 1.76, 7.15, rern6,
2013-01-15,30.77, 84.87, -4.21, 1.63, 1.88, 7.77, rern6,
2013-01-16,32.76, 83.30, 12.02, 1.53, 1.82, 7.32, rern6,
2013-01-17,32.69, 84.09, 8.55, 1.64, 1.99, 7.88, rern6,
2013-01-18,32.28, 82.05, 6.37, 1.48, 1.75, 7.08, rern6,
2013-01-19,31.72, 82.37, 2.58, 1.33, 1.59, 6.29, rern6,
2013-01-20,31.35, 82.98, 7.13, 1.32, 1.56, 6.29, rern6,
2013-01-21,31.85, 82.81, 13.17, 1.57, 1.86, 7.45, rern6,
2013-01-22,31.88, 81.89, 5.55, 1.47, 1.71, 6.92, rern6,
2013-01-23,32.04, 81.30, 5.61, 1.86, 2.16, 8.72, rern6,
2013-01-24,31.46, 80.71, 13.57, 1.51, 1.8, 7.22, rern6,
2013-01-25,32.24, 82.99, 1.36, 1.56, 1.82, 7.41, rern6,
2013-01-26,32.03, 82.58, 4.99, 1.5, 1.76, 7.12, rern6,
2013-01-27,33.46, 81.50, 5.91, 1.52, 1.78, 7.23, rern6,
2013-01-28,32.63, 84.97, 6.72, 1.78, 2.08, 8.46, rern6,
2013-01-29,32.94, 84.05, 4.81, 1.69, 1.98, 8.04, rern6,
2013-01-30,33.98, 82.05, 10.20, 1.49, 1.81, 7.14, rern6,
2013-01-31,32.15, 82.20, 13.99, 1.7, 2.04, 8.18, rern6,
2013-02-01,31.19, 84.31, 13.02, 1.45, 1.72, 6.89, rern6,
2013-02-02,30.69, 80.51, 3.79, 1.56, 1.85, 7.41, rern6,
2013-02-03,33.09, 83.23, 10.63, 1.31, 1.56, 6.26, rern6,
2013-02-04,32.04, 83.40, 15.76, 1.33, 1.58, 6.33, rern6,
2013-02-05,33.82, 83.51, 20.81, 1.54, 1.83, 7.34, rern6,
2013-02-06,33.55, 82.35, 9.73, 1.63, 1.94, 7.63, rern6,
2013-02-07,32.49, 83.04, 5.20, 1.48, 1.74, 6.93, rern6,
2013-02-08,31.48, 82.80, 3.99, 1.78, 2.09, 8.55, rern6,
2013-02-09,30.44, 84.27, 0.50, 1.88, 2.24, 8.97, rern6,
2013-02-10,34.41, 84.07, 8.57, 1.62, 1.87, 7.65, rern6,
2013-02-11,37.09, 80.87, 14.66, 1.82, 2.1, 8.65, rern6,
2013-02-12,32.26, 87.75, 3.97, 1.6, 1.87, 7.52, rern6,
2013-02-13,33.46, 83.14, 0.40, 1.49, 1.72, 7.17, rern6,
2013-02-14,32.77, 83.71, 15.58, 1.41, 1.64, 6.66, rern6,
2013-02-15,33.23, 84.05, 0.60, 1.54, 1.79, 7.29, rern6,
2013-02-16,34.21, 83.97, 7.92, 1.59, 1.85, 7.45, rern6,
2013-02-17,31.89, 84.35, 1.02, 1.7, 1.99, 7.96, rern6,
2013-02-18,32.99, 83.66, 6.53, 1.51, 1.77, 7.07, rern6,
2013-02-19,32.98, 86.39, 1.68, 1.46, 1.72, 6.88, rern6,
2013-02-20,32.01, 84.57, 20.82, 1.68, 1.95, 7.91, rern6,
2013-02-21,32.34, 83.22, -0.91, 1.85, 2.21, 8.84, rern6,
2013-02-22,31.12, 83.75, 4.39, 1.49, 1.79, 7.12, rern6,
2013-02-23,32.90, 82.11, 12.49, 1.58, 1.86, 7.43, rern6,
2013-02-24,34.38, 83.77, 10.66, 1.45, 1.71, 6.87, rern6,
2013-02-25,33.55, 83.92, 9.72, 1.52, 1.83, 7.25, rern6,
2013-02-26,31.98, 84.90, 10.61, 1.57, 1.86, 7.47, rern6,
2013-02-27,31.83, 86.20, 7.64, 1.45, 1.77, 6.83, rern6,
2013-02-28,32.43, 84.51, 8.60, 1.52, 1.82, 7.24, rern6,
2013-03-01,32.38, 85.13, -3.42, 1.5, 1.79, 7.11, rern6,
2013-03-02,31.77, 84.44, 5.11, 1.53, 1.82, 7.24, rern6,
2013-03-03,31.14, 84.90, 12.67, 1.44, 1.75, 6.87, rern6,
2013-03-04,33.17, 84.97, -1.83, 1.83, 2.24, 8.56, rern6,
2013-03-05,33.21, 83.10, 10.86, 1.36, 1.64, 6.46, rern6,
2013-03-06,32.82, 83.71, 4.03, 1.35, 1.66, 6.51, rern6,
2013-03-07,34.25, 84.63, 14.06, 1.61, 1.99, 7.78, rern6,
2013-03-08,32.45, 84.30, -3.24, 1.8, 2.23, 8.54, rern6,
2013-03-09,32.82, 85.28, 12.99, 1.33, 1.6, 6.37, rern6,
2013-03-10,34.68, 84.83, 15.18, 1.35, 1.6, 6.41, rern6,
2013-03-11,33.77, 85.09, 7.30, 1.34, 1.61, 6.35, rern6,
2013-03-12,32.86, 84.89, 3.30, 1.39, 1.67, 6.66, rern6,
2013-03-13,32.57, 85.63, 7.75, 1.29, 1.55, 6.16, rern6,
2013-03-14,31.75, 85.11, 10.91, 1.25, 1.51, 5.97, rern6,
2013-03-15,32.01, 85.49, 6.05, 1.4, 1.68, 6.64, rern6,
2013-03-16,33.24, 85.37, 13.52, 1.51, 1.8, 7.14, rern6,
2013-03-17,31.79, 87.64, 11.05, 1.69, 2.09, 8.01, rern6,
2013-03-18,33.48, 84.00, 3.91, 1.67, 2.08, 7.85, rern6,
2013-03-19,32.77, 84.21, -4.12, 1.74, 2.02, 8.22, rern6,
2013-03-20,34.07, 85.52, 2.21, 1.68, 1.95, 7.99, rern6,
2013-03-21,33.38, 85.50, 6.15, 1.55, 1.83, 7.28, rern6,
2013-03-22,32.74, 83.79, 1.68, 1.74, 2.03, 8.23, rern6,
2013-03-23,33.04, 85.34, 2.61, 1.92, 2.41, 8.99, rern6,
2013-03-24,30.58, 84.22, 6.70, 1.89, 2.24, 8.97, rern6,
2013-03-25,33.95, 85.03, 1.37, 1.55, 1.82, 7.26, rern6,
2013-03-26,33.53, 84.16, 7.80, 1.56, 1.85, 7.37, rern6,
2013-03-27,33.47, 84.16, 2.73, 1.67, 1.97, 7.84, rern6,
2013-03-28,32.97, 85.55, 11.70, 1.79, 2.06, 8.49, rern6,
2013-03-29,35.66, 85.06, 4.34, 1.8, 2.07, 8.41, rern6,
2013-03-30,32.75, 85.25, 11.98, 1.45, 1.76, 6.88, rern6,
2013-03-31,32.82, 85.35, 7.39, 1.64, 1.9, 7.7, rern6,
2013-04-01,32.83, 84.71, 1.33, 1.66, 1.91, 7.84, rern6,
2013-04-02,32.11, 83.38, 2.61, 1.59, 1.85, 7.39, rern6,
2013-04-03,32.17, 83.02, 0.30, 2.07, 2.5, 9.68, rern6,
2013-04-04,37.12, 79.41, 14.60, 21.39, 10, 31.78, rern6,
2013-04-05,34.63, 83.17, 2.61, 1.52, 1.81, 7.18, rern6,
2013-04-06,31.69, 82.29, 14.20, 1.62, 1.88, 7.68, rern6,
2013-04-07,31.90, 84.68, 10.21, 1.88, 2.14, 8.86, rern6,
2013-04-08,33.00, 82.98, 8.18, 1.76, 2.02, 8.34, rern6,
2013-04-09,33.27, 85.79, -1.05, 1.66, 1.95, 7.92, rern6,
2013-04-10,33.55, 88.73, 5.16, 3.11, 3.71, 14, rern6,
2013-04-11,32.44, 85.20, 1.81, 1.75, 2, 8.33, rern6,
2013-04-12,31.80, 84.87, 5.05, 2.02, 2.34, 9.58, rern6,
2013-04-13,31.73, 85.53, 4.08, 1.69, 1.95, 8.04, rern6,
2013-04-14,33.50, 85.22, 3.08, 1.75, 2.08, 8.41, rern6,
2013-04-15,30.09, 90.62, 37.26, 3.57, 4.18, 15.76, rern6,
2013-04-16,32.34, 87.17, -7.85, 2.11, 2.63, 10.17, rern6,
2013-04-17,33.78, 82.91, 3.46, 2.09, 2.48, 9.91, rern6,
2013-04-18,32.58, 86.39, 4.70, 1.6, 1.95, 7.6, rern6,
2013-04-19,36.06, 85.54, 11.12, 1.7, 2.04, 8.09, rern6,
2013-04-20,32.11, 88.57, 17.28, 2.69, 3.19, 11.79, rern6,
2013-04-21,32.32, 88.50, 18.95, 2.61, 3.03, 11.16, rern6,
2013-04-22,35.42, 84.37, 8.22, 3, 3.58, 13.32, rern6,
2013-04-23,31.41, 85.68, -1.38, 1.91, 2.23, 8.98, rern6,
2013-04-24,31.47, 83.05, 8.25, 3.49, 4.31, 15.91, rern6,
2013-04-25,31.83, 88.09, 8.27, 1.76, 2.15, 8.25, rern6,
2013-04-26,35.00, 83.82, 0.12, 1.7, 2.04, 8.02, rern6,
2013-04-27,33.44, 87.72, -2.87, 1.78, 2.22, 8.42, rern6,
2013-04-28,34.10, 86.28, 4.28, 1.91, 2.22, 9.01, rern6,
2013-04-29,33.87, 84.90, -4.54, 1.93, 2.32, 9.14, rern6,
2013-04-30,34.03, 84.31, 0.53, 2.18, 2.51, 10.13, rern6,
2013-05-01,31.11, 84.80, 6.49, 2.01, 2.3, 9.47, rern6,
2013-05-02,31.08, 88.54, -1.03, 2.09, 2.43, 9.88, rern6,
2013-05-03,32.02, 88.45, 9.21, 1.87, 2.14, 8.85, rern6,
2013-05-04,32.90, 86.52, -3.43, 1.54, 1.79, 7.16, rern6,
2013-05-05,33.50, 87.97, -4.98, 1.86, 2.11, 8.7, rern6,
2013-05-06,30.29, 87.79, -2.18, 2.23, 2.78, 10.25, rern6,
2013-05-07,34.27, 85.45, 9.25, 1.84, 2.22, 8.56, rern6,
2013-05-08,31.53, 84.66, 8.36, 1.89, 2.27, 8.67, rern6,
2013-05-09,33.62, 86.85, -6.76, 1.97, 2.39, 9.29, rern6,
2013-05-10,34.10, 86.33, 0.69, 2.4, 2.69, 11.08, rern6,
2013-05-11,32.13, 87.36, 0.36, 1.68, 1.96, 7.86, rern6,
2013-05-12,32.14, 90.92, 5.71, 1.83, 2.01, 8.37, rern6,
2013-05-13,33.41, 86.60, 8.47, 1.85, 2.14, 8.56, rern6,
2013-05-14,30.89, 84.08, 16.63, 1.87, 2.19, 8.62, rern6,
2013-05-15,34.79, 89.14, 11.63, 2.05, 2.47, 9.48, rern6,
2013-05-16,32.35, 87.51, 1.94, 1.51, 1.81, 7.05, rern6,
2013-05-17,31.57, 84.73, 13.39, 1.89, 2.3, 8.83, rern6,
2013-05-18,33.33, 86.84, 12.52, 1.7, 1.95, 7.86, rern6,
2013-05-19,30.12, 84.41, 19.12, 1.87, 2.17, 8.74, rern6,
2013-05-20,33.24, 87.27, 14.03, 1.82, 2.1, 8.56, rern6,
2013-05-21,33.78, 85.84, 15.96, 1.69, 1.96, 7.95, rern6,
2013-05-22,32.39, 88.92, -3.74, 1.83, 2.21, 8.56, rern6,
2013-05-23,34.42, 90.08, -8.20, 1.71, 1.97, 7.99, rern6,
2013-05-24,32.59, 86.71, 0.93, 1.71, 1.98, 8.03, rern6,
2013-05-25,33.49, 87.26, 0.33, 1.53, 1.78, 7.19, rern6,
2013-05-26,32.50, 88.25, 1.81, 1.53, 1.86, 7.29, rern6,
2013-05-27,31.68, 89.36, -2.61, 1.86, 2.25, 8.74, rern6,
2013-05-28,33.99, 90.67, 2.60, 1.86, 2.24, 8.68, rern6,
2013-05-29,35.53, 89.00, -7.97, 1.53, 1.8, 7.25, rern6,
2013-05-30,35.65, 90.89, 2.96, 1.59, 1.9, 7.53, rern6,
2013-05-31,35.25, 90.70, -0.81, 1.95, 2.38, 9.24, rern6,
2013-06-01,33.84, 90.08, 4.92, 1.73, 2.03, 8.25, rern6,
2013-06-02,29.22, 89.65, -7.52, 1.92, 2.26, 9.12, rern6,
2013-06-03,34.02, 89.39, -9.99, 1.59, 1.88, 7.59, rern6,
2013-06-04,33.74, 88.50, 3.66, 1.81, 2.07, 8.53, rern6,
2013-06-05,35.15, 87.35, 2.77, 1.78, 2.04, 8.44, rern6,
2013-06-06,35.18, 86.66, 1.36, 1.66, 1.91, 7.85, rern6,
2013-06-07,37.10, 87.25, -5.62, 1.74, 2, 8.23, rern6,
2013-06-08,32.15, 90.19, -3.74, 2.01, 2.25, 9.46, rern6,
2013-06-09,34.05, 88.93, 9.47, 1.84, 2.09, 8.65, rern6,
2013-06-10,35.41, 88.06, -7.73, 1.8, 2.05, 8.51, rern6,
2013-06-11,36.28, 89.14, 1.68, 1.98, 2.28, 9.18, rern6,
2013-06-12,33.92, 88.77, 10.04, 2.01, 2.32, 9.34, rern6,
2013-06-13,34.37, 90.86, 3.35, 1.71, 2.02, 7.91, rern6,
2013-06-14,35.57, 89.90, 0.10, 1.84, 2.1, 8.68, rern6,
2013-06-15,36.19, 89.12, 10.88, 1.76, 2.03, 8.26, rern6,
2013-06-16,34.34, 90.10, 2.19, 1.5, 1.74, 7.05, rern6,
2013-06-17,36.80, 92.44, 1.94, 1.63, 1.88, 7.68, rern6,
2013-06-18,36.42, 94.67, -10.51, 1.56, 1.81, 7.33, rern6,
2013-06-19,37.01, 92.03, -5.34, 2.07, 2.46, 9.6, rern6,
2013-06-20,36.66, 88.41, 5.69, 1.67, 1.98, 7.82, rern6,
2013-06-21,37.04, 89.65, 6.95, 1.59, 1.83, 7.47, rern6,
2013-06-22,36.01, 89.46, -7.16, 1.74, 1.98, 8.12, rern6,
2013-06-23,36.80, 88.45, 20.64, 1.86, 2.09, 8.71, rern6,
2013-06-24,35.54, 86.86, 5.03, 1.86, 2.12, 8.75, rern6,
2013-06-25,33.97, 87.41, 10.26, 1.91, 2.19, 8.95, rern6,
2013-06-26,35.23, 87.95, 2.74, 1.94, 2.2, 9.06, rern6,
2013-06-27,31.41, 87.37, 4.53, 1.82, 2.12, 8.56, rern6,
2013-06-28,35.56, 88.68, 5.64, 1.67, 1.91, 7.85, rern6,
2013-06-29,34.97, 89.44, 28.54, 2.07, 2.32, 9.82, rern6,
2013-06-30,33.29, 87.99, 4.33, 1.86, 2.11, 8.67, rern6,
2013-07-01,34.81, 88.15, 4.82, 1.76, 2.01, 8.27, rern6,
2013-07-02,36.11, 89.72, 9.87, 1.76, 1.98, 8.27, rern6,
2013-07-03,37.34, 91.97, -1.64, 1.85, 2.11, 8.73, rern6,
2013-07-04,35.45, 88.41, 1.48, 1.7, 1.96, 8, rern6,
2013-07-05,37.35, 88.90, 13.87, 1.63, 1.89, 7.65, rern6,
2013-07-06,36.89, 89.71, -1.47, 1.94, 2.19, 8.9, rern6,
2013-07-07,34.67, 88.28, -6.46, 1.68, 1.94, 7.9, rern6,
2013-07-08,33.35, 88.71, 5.70, 1.6, 1.87, 7.58, rern6,
2013-07-09,38.27, 91.25, -2.11, 1.82, 2.08, 8.61, rern6,
2013-07-10,39.28, 88.69, 0.91, 1.84, 2.1, 8.73, rern6,
2013-07-11,36.08, 88.52, 4.93, 1.47, 1.68, 6.91, rern6,
2013-07-12,37.52, 88.63, -14.18, 1.73, 2.01, 8.01, rern6,
2013-07-13,31.24, 89.62, 8.40, 2.17, 2.41, 9.87, rern6,
2013-07-14,34.34, 91.74, 1.76, 1.91, 2.18, 9, rern6,
2013-07-15,35.38, 90.13, 10.51, 1.79, 2.06, 8.45, rern6,
2013-07-16,33.74, 90.96, -2.76, 1.67, 1.94, 7.86, rern6,
2013-07-17,39.09, 92.59, 0.40, 1.74, 2.03, 8.15, rern6,
2013-07-18,37.22, 90.55, -2.23, 1.95, 2.22, 9.07, rern6,
2013-07-19,36.55, 94.23, -4.31, 1.62, 1.89, 7.64, rern6,
2013-07-20,37.06, 94.16, -5.77, 1.81, 2.08, 8.63, rern6,
2013-07-21,36.11, 93.23, -6.41, 1.82, 2.1, 8.57, rern6,
2013-07-22,36.51, 88.23, 1.39, 1.75, 2.03, 8.23, rern6,
2013-07-23,36.41, 90.41, 10.52, 1.51, 1.81, 7.18, rern6,
2013-07-24,36.07, 90.22, -1.13, 1.69, 2.07, 8.01, rern6,
2013-07-25,30.46, 89.33, 30.62, 2.12, 2.44, 10.31, rern6,
2013-07-26,34.40, 91.92, -18.00, 1.83, 2.19, 8.68, rern6,
2013-07-27,35.25, 90.74, 9.09, 1.82, 2.12, 8.61, rern6,
2013-07-28,32.53, 88.40, 23.09, 2.27, 2.67, 10.64, rern6,
2013-07-29,35.77, 92.06, 5.56, 1.83, 2.16, 8.69, rern6,
2013-07-30,34.97, 89.13, 10.65, 2.03, 2.3, 9.65, rern6,
2013-07-31,37.10, 91.63, 19.22, 2.1, 2.4, 9.94, rern6,
2013-08-01,36.09, 93.84, -0.06, 1.87, 2.2, 8.8, rern6,
2013-08-02,33.54, 90.01, 4.27, 1.77, 2.07, 8.33, rern6,
2013-08-03,35.39, 90.54, 0.18, 1.64, 1.95, 7.76, rern6,
2013-08-04,35.80, 89.45, 5.07, 1.59, 1.88, 7.52, rern6,
2013-08-05,37.08, 88.53, 6.85, 2, 2.25, 9.24, rern6,
2013-08-06,32.14, 95.66, -2.83, 2.22, 2.41, 10.57, rern6,
2013-08-07,31.94, 92.57, 1.77, 2.15, 2.44, 10.21, rern6,
2013-08-08,33.10, 91.63, 7.00, 2.13, 2.52, 9.97, rern6,
2013-08-09,35.75, 93.88, -2.56, 1.84, 2.13, 8.71, rern6,
2013-08-10,38.59, 94.19, 5.73, 1.9, 2.21, 9.05, rern6,
2013-08-11,35.25, 95.51, -2.26, 2.25, 2.66, 10.51, rern6,
2013-08-12,33.45, 93.47, 7.93, 1.73, 2.03, 8.2, rern6,
2013-08-13,34.09, 94.58, 2.25, 1.79, 2.06, 8.68, rern6,
2013-08-14,36.65, 94.02, 7.16, 1.79, 2.1, 8.55, rern6,
2013-08-15,32.75, 90.47, 0.89, 1.65, 1.93, 7.74, rern6,
2013-08-16,32.31, 93.53, 16.71, 2.09, 2.36, 9.9, rern6,
2013-08-17,35.31, 94.85, -7.93, 1.91, 2.2, 8.93, rern6,
2013-08-18,33.70, 93.39, -2.94, 1.85, 2.25, 8.74, rern6,
2013-08-19,35.64, 91.48, -0.82, 2.01, 2.31, 9.63, rern6,
2013-08-20,38.12, 93.00, -5.66, 1.88, 2.19, 9.1, rern6,
2013-08-21,35.80, 95.32, -5.61, 1.6, 1.92, 7.64, rern6,
2013-08-22,34.57, 93.19, -4.29, 1.74, 2.07, 8.27, rern6,
2013-08-23,34.28, 91.65, 4.17, 1.72, 2, 8.23, rern6,
2013-08-24,39.01, 96.58, -9.59, 1.6, 1.95, 7.59, rern6,
2013-08-25,38.70, 95.41, -3.52, 1.86, 2.25, 8.83, rern6,
2013-08-26,35.32, 92.72, 20.23, 2.17, 2.58, 10.05, rern6,
2013-08-27,35.29, 90.12, 7.16, 1.84, 2.19, 8.74, rern6,
2013-08-28,37.27, 93.09, -8.73, 2.11, 2.5, 9.9, rern6,
2013-08-29,35.16, 90.78, -14.82, 2.19, 2.56, 10.32, rern6,
2013-08-30,36.58, 92.18, 10.47, 1.81, 2.19, 8.6, rern6,
2013-08-31,34.33, 91.81, -3.53, 1.81, 2.21, 8.44, rern6,
2013-09-01,36.95, 92.33, -10.50, 1.87, 2.2, 8.82, rern6,
2013-09-02,35.29, 89.56, -3.63, 2.03, 2.44, 9.62, rern6,
2013-09-03,35.80, 91.73, -0.31, 1.95, 2.32, 9.22, rern6,
2013-09-04,38.70, 90.94, -6.46, 1.91, 2.32, 9.13, rern6,
2013-09-05,36.81, 95.05, 6.58, 1.84, 2.2, 8.8, rern6,
2013-09-06,36.52, 94.27, -2.99, 1.66, 1.97, 7.95, rern6,
2013-09-07,37.54, 93.21, 10.60, 1.73, 2.01, 8.11, rern6,
2013-09-08,37.01, 91.70, 3.84, 1.91, 2.33, 9.09, rern6,
2013-09-09,39.10, 92.43, 5.33, 1.9, 2.18, 8.96, rern6,
2013-09-10,38.52, 93.69, 13.27, 1.87, 2.23, 8.74, rern6,
2013-09-11,36.40, 91.72, 4.49, 1.86, 2.14, 8.95, rern6,
2013-09-12,35.99, 91.38, 8.72, 2.23, 2.59, 10.62, rern6,
2013-09-13,35.79, 93.95, -9.72, 2.04, 2.5, 9.42, rern6,
2013-09-14,37.54, 93.14, 1.31, 1.9, 2.2, 9.01, rern6,
2013-09-15,37.40, 92.65, 0.35, 1.5, 1.79, 7.09, rern6,
2013-09-16,35.94, 91.55, 6.87, 1.85, 2.18, 8.9, rern6,
2013-09-17,37.21, 93.61, -5.28, 1.98, 2.46, 9.17, rern6,
2013-09-18,36.05, 93.11, 4.99, 1.76, 2.05, 8.22, rern6,
2013-09-19,36.84, 91.58, -1.67, 1.66, 1.95, 7.9, rern6,
2013-09-20,37.93, 92.35, 3.36, 1.82, 2.17, 8.67, rern6,
2013-09-21,36.71, 92.01, 11.88, 1.91, 2.31, 9.07, rern6,
2013-09-22,38.44, 92.99, 2.49, 1.57, 1.87, 7.46, rern6,
2013-09-23,37.31, 89.80, 8.30, 1.8, 2.1, 8.53, rern6,
2013-09-24,36.30, 93.37, 10.11, 1.63, 1.91, 7.72, rern6,
2013-09-25,37.27, 91.70, 11.60, 1.63, 1.9, 7.7, rern6,
2013-09-26,36.17, 93.08, -0.66, 1.93, 2.21, 9.07, rern6,
2013-09-27,37.47, 92.68, 8.41, 1.9, 2.21, 9.07, rern6,
2013-09-28,37.64, 92.23, 6.40, 1.6, 1.9, 7.56, rern6,
2013-09-29,36.85, 93.77, 7.61, 1.67, 1.9, 8.02, rern6,
2013-09-30,34.70, 94.54, 11.91, 1.84, 2.11, 8.7, rern6,
2013-10-01,38.88, 92.69, 11.61, 2.16, 2.6, 10.33, rern6,
2013-10-02,36.74, 92.02, -4.37, 1.92, 2.31, 9.11, rern6,
